"","stratum.id","LE_white_lcl","LE_white_med","LE_white_ucl","LE_white_mean","LE_black_lcl","LE_black_med","LE_black_ucl","LE_black_mean","LE_wbgap_lcl","LE_wbgap_med","LE_wbgap_ucl","LE_wbgap_mean"
"25","Kansas.1981.Female",79.4076676561664,79.5714844596806,79.7266259613365,79.5699897330334,72.6502262092412,73.2604488626254,73.8824933376699,73.2682417929952,5.68923903403894,6.29883002409682,6.92840112069248,6.3017479400382
"26","Kansas.1981.Male",71.8966405830075,72.0571669240112,72.2206539596436,72.0572990759029,65.6571595601274,66.2548190546491,66.917142493219,66.2665010218914,5.13243763303133,5.80207612628443,6.42523030343153,5.79079805401151
"27","Kansas.1982.Female",79.536300759426,79.7153397739496,79.8724468857798,79.711325129647,72.8445429572262,73.486945890777,74.0572465640214,73.4696920679357,5.634404375983,6.22235754151244,6.85776084733673,6.24163306171129
"28","Kansas.1982.Male",72.0303485714949,72.193883105937,72.370425416022,72.1962466413287,66.0602867089563,66.6390715252368,67.2625585472191,66.6358051074573,4.90176481731822,5.56046312876033,6.16130245925254,5.56044153387135
"29","Kansas.1983.Female",79.7295830262503,79.9076390773623,80.076955786871,79.906944053218,73.0548625876116,73.623990316976,74.2256528256384,73.6298814040768,5.63931228310188,6.28203303747921,6.91674700956141,6.27706264914124
"30","Kansas.1983.Male",72.1734943999772,72.3244198110717,72.4814289885496,72.3250562551119,66.2824005931126,66.8642396329732,67.4587198498928,66.8688210003584,4.84258722025855,5.46335150991142,6.07383110423399,5.45623525475347
"31","Kansas.1984.Female",79.6306307401253,79.8022143709115,79.9838899093264,79.806832834698,73.2421842574398,73.783420000823,74.3809142073124,73.790588551836,5.37480174425791,6.02889524980201,6.60006315655262,6.01624428286204
"32","Kansas.1984.Male",72.3767332892424,72.5397560258869,72.6951437731448,72.5392935408154,66.4678224438035,67.0663281239831,67.6605254762506,67.0669101559258,4.86758838925214,5.46981207718207,6.09913279589987,5.47238338488959
"33","Kansas.1985.Female",79.7555134923257,79.9089299972549,80.0763243248826,79.9087092496653,73.4414842857665,73.9748861052853,74.6013890309112,73.9864670893682,5.29156961743527,5.92316664626122,6.49911469442813,5.9222421602971
"34","Kansas.1985.Male",72.6082640049071,72.768937306739,72.9338761919386,72.7710445312015,66.5611428049674,67.188849079073,67.8017638513746,67.1902564152851,4.95761923095991,5.57633861879845,6.22816793216921,5.58078811591647
"35","Kansas.1986.Female",79.8232725357159,79.9888405508421,80.1564819204548,79.9887578376178,73.6253564236284,74.204609194075,74.7661668857666,74.2087907496226,5.178492252578,5.78802518851408,6.35410297574266,5.77996708799517
"36","Kansas.1986.Male",72.8366027052822,73.0031157225765,73.1578218767975,73.0015680932241,66.588115523142,67.1957172673981,67.7533642385562,67.1878831237343,5.23121317298384,5.80325390107483,6.44458998744102,5.81368496948985
"37","Kansas.1987.Female",79.9071993600905,80.0625696535648,80.2313030141643,80.0642013061623,73.859665322996,74.4239951887952,75.0429060207004,74.4379459745096,5.01773586561808,5.63465654916492,6.21328760404865,5.62625533165268
"38","Kansas.1987.Male",73.0388806257568,73.2006251193732,73.3601171855772,73.2014009799106,66.5524462160699,67.192230911295,67.8135254559853,67.1849325239472,5.39141795351181,6.00955813708894,6.65790869931841,6.01646845596348
"39","Kansas.1988.Female",79.8348564149423,79.9938915148957,80.153967432856,79.9946089413573,73.9691439029442,74.5005792948523,75.1009938642819,74.5066919644804,4.89125868357586,5.49538676603661,6.0688278844167,5.48791697687697
"40","Kansas.1988.Male",73.1568018590457,73.3172704545058,73.4733622204544,73.3162767362557,66.6803926371074,67.2848314193221,67.8888268108908,67.2846551229165,5.38068898462967,6.03214410463718,6.65888916716444,6.03162161333928
"41","Kansas.1989.Female",80.0374501315216,80.1956455602899,80.3555580432626,80.1942984914211,74.0015503075464,74.5696462088799,75.049806400297,74.5636666198425,5.0954266880668,5.6245245607675,6.21662008751331,5.63063187157857
"42","Kansas.1989.Male",73.4452640623487,73.599764745488,73.7601288292892,73.6003346870716,66.7764343252747,67.366912225166,68.0605828021832,67.3748770989785,5.57302516814541,6.22901392370851,6.83503851930759,6.22545758809309
"43","Kansas.1990.Female",80.2144337651962,80.3779777152368,80.5317685610945,80.3739943901459,74.0377904571418,74.5815143193692,75.1357341582425,74.5834539120338,5.20880867747627,5.79890507698506,6.37329907360966,5.79054047811203
"44","Kansas.1990.Male",73.5931943067225,73.7500659386658,73.9147168091527,73.7525073852056,66.696595806229,67.2380847342354,67.9152431153632,67.2475802179509,5.83034811928613,6.51947384735449,7.07825303435036,6.50492716725469
"45","Kansas.1991.Female",80.3886448340159,80.5501133286565,80.7154245848912,80.5509486850958,74.0711876976915,74.5913765871856,75.148050016519,74.5920086502494,5.3816601755261,5.95876804638053,6.51619516310194,5.95894003484641
"46","Kansas.1991.Male",73.7729133723258,73.9298079292417,74.0844877487298,73.9301232062276,66.5176919839522,67.1002700165282,67.7153702406794,67.1006139175087,6.20924233529921,6.82535251692942,7.44268268017948,6.8295092887189
"47","Kansas.1992.Female",80.37876220278,80.5513061460758,80.7096033925805,80.5493490807928,74.1757872621522,74.713386150252,75.2763403180866,74.7140420697828,5.22752154207322,5.83940690108306,6.40199974152663,5.83530701101003
"48","Kansas.1992.Male",73.9934256934893,74.1551204647896,74.3254841001591,74.1572094030805,66.4247933262891,67.0108600917901,67.6418856625691,67.0228082652173,6.45787089063095,7.1459379812163,7.73309339766506,7.13440113786328
"49","Kansas.1993.Female",80.1742433472815,80.3394183048308,80.4902714296671,80.3368438284447,74.1644294303132,74.7143826846119,75.2451754592267,74.708482199455,5.05559071342988,5.62759612786076,6.19940150713907,5.62836162898977
"50","Kansas.1993.Male",74.0021759130548,74.1599296144693,74.3147407778679,74.1602108682382,66.3546166553796,66.8873766615427,67.503775662783,66.8942061008159,6.60573173196059,7.2598951434159,7.83410477806413,7.26600476742229
"51","Kansas.1994.Female",80.2127403191114,80.3697673945455,80.5174952216161,80.3668492839639,74.2824732680533,74.792188943532,75.335640534178,74.7988638664803,5.02667866780777,5.5719384792439,6.11565317791635,5.56798541748363
"52","Kansas.1994.Male",74.1751862741909,74.3221912066209,74.4857085134364,74.3240193016176,66.209634426404,66.8301084297777,67.4532856295317,66.836392979187,6.8763145513072,7.48146215988174,8.10480422826577,7.48762632243062
"53","Kansas.1995.Female",80.168201570333,80.3271513887866,80.4771571217578,80.3249262280489,74.3039328970186,74.833617972895,75.3860566022175,74.8482117197791,4.9280456433324,5.48304011465581,6.029763752435,5.47671450826977
"54","Kansas.1995.Male",74.2479863608243,74.4018496363018,74.5480056405811,74.4032796749707,66.3539542357243,66.9313574686571,67.5569568303357,66.9387116373517,6.83709888767008,7.46927854950695,8.08529299330871,7.46456803761897
"55","Kansas.1996.Female",80.2532315055379,80.4146649299471,80.5793945950725,80.4158388525806,74.3607100058592,74.8694129298332,75.3811115225391,74.8732689561709,5.00015386582444,5.54715969703258,6.07725959583365,5.54256989640972
"56","Kansas.1996.Male",74.3583826594322,74.5103615316361,74.6628435323205,74.5119849066144,66.5330041259234,67.1809447717694,67.7753808909554,67.1670044261127,6.71628125226182,7.34366916358595,7.97238911099553,7.34498048050173
"57","Kansas.1997.Female",80.33252476457,80.4813578709062,80.6414996183587,80.4844348963435,74.4690940043343,75.0125623011544,75.4978729648371,75.0114523265418,4.95131145222614,5.46661401712592,6.0091532145577,5.47298256980169
"58","Kansas.1997.Male",74.4842226233403,74.637060438035,74.7732600857033,74.6353891881184,66.8308757427536,67.437584605647,67.9941671948401,67.4284314077031,6.65067469437802,7.20237867059053,7.8157788790714,7.20695778041536
"59","Kansas.1998.Female",80.2318677837866,80.3736487211166,80.5211540686035,80.3750116538543,74.5675666071031,75.091656391116,75.5908891349832,75.0910271685154,4.7770601997749,5.28223071149959,5.83131666304803,5.28398448533891
"60","Kansas.1998.Male",74.6078383904222,74.7596107215673,74.9087072447268,74.7610384894242,67.1084443487673,67.7138734791696,68.2691275870282,67.7137327027807,6.47217850210313,7.03280432138332,7.65484810122607,7.04730578664344
"61","Kansas.1999.Female",80.1107341685642,80.2634447887237,80.4096394943191,80.26177169048,74.6603958155892,75.1477554286842,75.6224528983319,75.1491594877465,4.59118718928013,5.12033222979579,5.61183174772835,5.11261220273347
"62","Kansas.1999.Male",74.7421780242036,74.888825720573,75.0422922639386,74.8915628770153,67.502718433677,68.0750983318872,68.6109922585091,68.0664094625328,6.26503929308584,6.81958824114017,7.40798024344169,6.82515341448252
"63","Kansas.2000.Female",80.0080096638718,80.1603916485448,80.3023190491321,80.1575835420745,74.5952606681565,75.0877512060929,75.5341774507455,75.0823784867418,4.59155214873958,5.07090735959545,5.5895170786548,5.0752050553327
"64","Kansas.2000.Male",74.8737136252802,75.0159219379088,75.1674886488515,75.0199461376884,67.7676112824308,68.3003972955009,68.8822521311036,68.2952817953573,6.14196786272574,6.72048108469816,7.2734946854976,6.72466434233111
"65","Kansas.2001.Female",80.0713391248893,80.2207039325771,80.3632144290237,80.2199025301346,74.6249893832194,75.1060637756622,75.5984518589923,75.1029321302967,4.61331014440178,5.1176075303773,5.60702542237556,5.11697039983791
"66","Kansas.2001.Male",74.9984338462929,75.1532039512664,75.2922291183713,75.1523345829118,67.85141481018,68.4022315314431,68.9658651344092,68.4147156003174,6.17657747078291,6.73771755406764,7.34062679301394,6.73761898259437
"67","Kansas.2002.Female",80.0182771278188,80.1765440592726,80.3233130539204,80.1767336053293,74.683836382483,75.1573524120803,75.6081230069923,75.157040461616,4.53435110945371,5.01255844171357,5.52867658006742,5.01969314371332
"68","Kansas.2002.Male",75.0932383886856,75.2446339894616,75.3906222359941,75.243926811688,68.0679069526993,68.6332975943344,69.1514779778989,68.6178898887837,6.07177609032423,6.60663719265978,7.19070731689304,6.62603692290435
"69","Kansas.2003.Female",80.1789203117865,80.308163049551,80.4544115733779,80.312148958135,74.8385806768799,75.2995793210031,75.7786969810878,75.2973676933237,4.53241449202927,5.01921441843523,5.51441600591235,5.01478126481134
"70","Kansas.2003.Male",75.3448132353538,75.4931401819582,75.6452650616212,75.4924037862488,68.2850327248045,68.839387263019,69.3702093528621,68.8426667212537,6.10488053112709,6.65117575867128,7.20800593910975,6.64973706499511
"71","Kansas.2004.Female",80.4135961661867,80.568475853517,80.7305295664692,80.5670930152976,74.9661367260449,75.4333800980229,75.9123437542511,75.4384307502287,4.63548353609873,5.12606861979776,5.61519844345395,5.12866226506894
"72","Kansas.2004.Male",75.632212082945,75.7826353560255,75.9276175665036,75.7820824248078,68.4454707525507,68.9801530638828,69.5142948922443,68.9802785491624,6.26013305227376,6.80143972840674,7.32386867598106,6.80180387564538
"73","Kansas.2005.Female",80.4090911354989,80.5574952390751,80.7129964941143,80.5598975187458,75.1571081690117,75.6236107684683,76.1090764080499,75.6249728606794,4.4632521308847,4.93483275042938,5.43297018088006,4.93492465806642
"74","Kansas.2005.Male",75.6674570347971,75.8180405579648,75.9538278192519,75.8146902657096,68.5938589812041,69.1469502336033,69.6602323208172,69.1494459366296,6.13226828668384,6.6698093579172,7.20911223770448,6.66524432908008
"75","Kansas.2006.Female",80.5098215761744,80.662875413776,80.8108672598477,80.6610921554021,75.2559120429347,75.7488898087229,76.2234588833748,75.743949447654,4.42325622931051,4.90900806045176,5.4353630461868,4.91714270774809
"76","Kansas.2006.Male",75.8380271637743,76.0015809693106,76.1555339571689,76.0023977515169,68.9614635437633,69.4777401838185,69.993741321086,69.4792295019717,5.98385921147245,6.51337895147203,7.06952328371279,6.52316824954514
"77","Kansas.2007.Female",80.6349887684136,80.7840723614193,80.9285200428227,80.7842338249202,75.5077288228506,75.9785880974477,76.5047933119511,75.9803021355433,4.26779196114751,4.79762847139494,5.3054126449214,4.8039316893769
"78","Kansas.2007.Male",75.9581886100109,76.1019393739441,76.2518279963845,76.1019214782418,69.3764363986816,69.910989829776,70.4142024442195,69.9128126959769,5.67372007568701,6.18793390519056,6.75289435758978,6.18910878226486
"79","Kansas.2008.Female",80.7037824782259,80.8511181864031,81.0016860022054,80.8491761582491,75.6845242094441,76.191505897483,76.6854944816829,76.1919521514512,4.14922988663192,4.65808467755898,5.16214738652366,4.65722400679788
"80","Kansas.2008.Male",75.9988441885469,76.1428753644879,76.3029045818874,76.1457981510811,69.776002608391,70.3063978528349,70.8512648023786,70.2993579465377,5.28261080429569,5.84104837962446,6.40706688853605,5.84644020454332
"81","Kansas.2009.Female",81.0361219600179,81.1980430299061,81.3567106113226,81.1962306385906,75.933767570879,76.4275977180113,76.9752620116056,76.4361831856457,4.19202965502223,4.76297562124341,5.2932329662141,4.7600474529449
"82","Kansas.2009.Male",76.2251808423266,76.3848540185679,76.5399662796045,76.3830315396721,70.1248671840374,70.6794976972506,71.2433108090386,70.6709423455093,5.11608821608302,5.70037817098476,6.2771146340525,5.71208919416279
"83","Kansas.2010.Female",81.0666341204409,81.2161237090777,81.3801935076374,81.2187301794981,76.1028429157034,76.6401151095077,77.189258780408,76.636650798214,4.03807623019631,4.5743006495601,5.12937242680345,4.58207938128405
"84","Kansas.2010.Male",76.2270977112652,76.3816383894883,76.5391581000684,76.38414220591,70.3383062844046,70.9197306688334,71.4688056099297,70.9164436828284,4.88656973244956,5.46497162306363,6.08489979064548,5.46769852308159
"85","Kansas.2011.Female",80.9273750180848,81.0892168745786,81.2378882430195,81.0877729208694,76.1807715598973,76.7262230578031,77.3048755439206,76.7247745432404,3.7834799975894,4.35219043614592,4.95509653001987,4.36299837762908
"86","Kansas.2011.Male",76.3087986357776,76.4581648563967,76.6225987312793,76.4593900219407,70.5349785725752,71.1592639712064,71.7245002608679,71.1570397190226,4.72157203994278,5.305559295604,5.94016453243943,5.3023503029181
"87","Kansas.2012.Female",81.0476058907396,81.2102451568331,81.3723565456428,81.2087579833753,76.1431729530802,76.731015096094,77.3550375895424,76.7335234171002,3.87500946489947,4.46885348418004,5.11555510828117,4.47523456627504
"88","Kansas.2012.Male",76.3279626592671,76.4954419311945,76.6668042087446,76.4966081786389,70.6644670777728,71.2744253809382,71.8440302198055,71.273275599795,4.60994105140344,5.20858692591102,5.83414949656683,5.22333257884394
"89","Kansas.2013.Female",80.989021776842,81.1615141302101,81.3529214785843,81.1619008619425,76.082328271386,76.7238839986684,77.3890448314554,76.7304344808048,3.76495420802213,4.43391695984189,5.09288621493091,4.43146638113769
"90","Kansas.2013.Male",76.4161764194296,76.5997635669605,76.7831099498907,76.6009168840266,70.6373523296917,71.315895038216,71.9889035081559,71.3187921559882,4.61335416277211,5.29203961010484,5.96064956571087,5.28212472803847
