"","stratum.id","LE_white_lcl","LE_white_med","LE_white_ucl","LE_white_mean","LE_black_lcl","LE_black_med","LE_black_ucl","LE_black_mean","LE_wbgap_lcl","LE_wbgap_med","LE_wbgap_ucl","LE_wbgap_mean"
"25","Arizona.1981.Female",79.1290271605618,79.3197250778977,79.5146889527948,79.3225914161224,74.03631631579,74.8632135359714,75.7246703804073,74.8637642353701,3.61103149741503,4.46223271877849,5.30399469743247,4.45882718075231
"26","Arizona.1981.Male",71.4187795049253,71.6052934519313,71.7836678456882,71.6073363519429,65.7273361397084,66.5526857348641,67.3949658902646,66.5613551584008,4.19504423981786,5.07259936578695,5.8884755045162,5.04598119354202
"27","Arizona.1982.Female",79.2332138451898,79.4137500294166,79.5879074324457,79.414210682425,74.3261122569915,75.1497147300967,75.9969167175128,75.1510616064488,3.37461541421286,4.26666473641459,5.11919921476795,4.26314907597618
"28","Arizona.1982.Male",71.7559358585735,71.9284434667896,72.1034428630023,71.929948519692,66.239857775219,66.969874040925,67.7735679340667,66.9828700351213,4.12283512362843,4.95748135537328,5.72949400542496,4.94707848457073
"29","Arizona.1983.Female",79.3806847350272,79.5659725776727,79.7390530373268,79.5623529683624,74.4443269333083,75.2187140483097,76.026430035678,75.2216853351527,3.50248758433734,4.34444697424745,5.14314406336891,4.34066763320967
"30","Arizona.1983.Male",72.0612856265353,72.225138861377,72.3901184788665,72.2257503395275,66.3983650753982,67.1545795019772,67.9431312967458,67.1573581178811,4.25648334574976,5.06639761713919,5.85907574983585,5.06839222164633
"31","Arizona.1984.Female",79.4173763058246,79.5984746260048,79.7815344875475,79.5994300592576,74.6891635392766,75.5047421072969,76.3340527213106,75.4865063484878,3.26603228357583,4.10099882468236,4.91923214963044,4.11292371076983
"32","Arizona.1984.Male",72.119194312585,72.2818551275439,72.4496558762489,72.2836045324017,66.7284125012047,67.4877792788569,68.2375295150328,67.4820544141925,4.01265599087183,4.77858397424075,5.55650488350487,4.80155011820916
"33","Arizona.1985.Female",79.4768610210833,79.6495643688955,79.8220056556487,79.6493405675898,74.8403409776191,75.6745206034832,76.5248466062789,75.681074219013,3.1156415379015,3.97187709397681,4.81923526241545,3.96826634857679
"34","Arizona.1985.Male",72.265884749904,72.4297777021341,72.6018685541061,72.4316812501028,67.0633742339221,67.7544622061352,68.4692127347438,67.7603488078216,3.92110643969606,4.67088283439465,5.37729456986721,4.67133244228124
"35","Arizona.1986.Female",79.6183224557874,79.7854493347884,79.9680659201644,79.7877794500379,74.9376562851693,75.732996832329,76.5410457117281,75.7381907991155,3.22877816530572,4.05161540331531,4.88039172227368,4.04958865092241
"36","Arizona.1986.Male",72.4094778694709,72.5764981076316,72.7449531978941,72.5767964530236,67.2420211754591,67.8712792654716,68.5850592325163,67.8746851477243,3.97850985552429,4.72105480220041,5.36624126270962,4.70211130529935
"37","Arizona.1987.Female",79.5452741547765,79.7281462783833,79.9000901757407,79.7270193022385,74.8602897743972,75.638939961503,76.4168619095829,75.6310737964251,3.26477297245839,4.1000868770333,4.90626913635414,4.09594550581345
"38","Arizona.1987.Male",72.4373973283346,72.6040316162554,72.7714287257036,72.6043322871193,67.2746204484448,67.9322797377037,68.6134068983846,67.9332213360969,3.96285174043812,4.67333868104456,5.33305427461184,4.6711109510224
"39","Arizona.1988.Female",79.6911047359575,79.8590466621874,80.018907763029,79.8589532248084,74.7459237818708,75.5163118278898,76.2820787902787,75.5133414654556,3.58787544045281,4.34151915162619,5.11394726695129,4.34561175935281
"40","Arizona.1988.Male",72.6115507563676,72.762575543061,72.9373305599444,72.7653931337145,67.3046652521323,67.9573440967548,68.6258600992943,67.9633934999484,4.11377388349762,4.8016528442149,5.5010640522081,4.80199963376603
"41","Arizona.1989.Female",79.8365589711618,80.00730944825,80.1749383546311,80.0057839134396,74.7568006552677,75.5149205903418,76.2958160490966,75.5175350510912,3.69354095039972,4.4876664226169,5.26224228712942,4.48824886234838
"42","Arizona.1989.Male",72.8645867475735,73.0240930921571,73.1902545494394,73.0222178115542,67.3543160247846,67.9932242586462,68.6571098226252,67.9944789825325,4.36176650621161,5.03337788701968,5.71473164606244,5.02773882902172
"43","Arizona.1990.Female",80.0691667583172,80.2262984390865,80.373060396562,80.2257096782277,74.9253982317034,75.6528584980748,76.4382079178519,75.6639780238854,3.77328317627992,4.57081101735292,5.3356535365256,4.56173165434228
"44","Arizona.1990.Male",73.0329742339623,73.1944937297691,73.3503664034132,73.1931271570691,67.3638770861405,68.0707487074858,68.7133731879556,68.0655292048025,4.44122242435704,5.11853610946955,5.84007225018994,5.12759795226664
"45","Arizona.1991.Female",80.2975598426329,80.4580631180248,80.6180213274898,80.4563966809912,75.0419406665467,75.7638559550207,76.5686583293005,75.7639223238611,3.90226031602257,4.68585059471246,5.47569347887044,4.69247435713012
"46","Arizona.1991.Male",73.2926591815279,73.4474361288834,73.6101742326919,73.4492699789864,67.5133706598823,68.1802186470469,68.8562875237037,68.1919697602079,4.56704804491189,5.25262879530371,5.92451194676613,5.25730021877848
"47","Arizona.1992.Female",80.4174319130424,80.5815809195386,80.7377241449627,80.5812081726205,75.273628013755,76.0116403304194,76.8283238372354,76.0169956764687,3.73824905338736,4.56214386417167,5.33438241380265,4.56421249615179
"48","Arizona.1992.Male",73.3141277202767,73.4661559127742,73.6220441334905,73.4675011873644,67.7382971321466,68.3627944722699,69.0606489839647,68.3739843109729,4.39083147670817,5.08448739669333,5.7456906571362,5.09351687639147
"49","Arizona.1993.Female",80.2484715131783,80.3957490240477,80.5386050999505,80.3954898598486,75.4571554181919,76.2060164878542,76.9901688284164,76.2064194065377,3.38516300777449,4.19943192226162,4.94033098552384,4.18907045331087
"50","Arizona.1993.Male",73.304946740182,73.4644499030606,73.6149822651273,73.462843674304,68.0207448326361,68.6494833618553,69.3154888267222,68.6619466005573,4.14749314734759,4.80385144706131,5.46581485961489,4.80089707374669
"51","Arizona.1994.Female",80.3489898274391,80.4906615064583,80.6321855871873,80.4906347732346,75.64150707416,76.37094260329,77.1098930222703,76.3734033915702,3.37038719068455,4.13673647817001,4.85500202908119,4.1172313816644
"52","Arizona.1994.Male",73.5305212189449,73.6802304307547,73.8412193398279,73.6815644719779,68.2259661697269,68.8259626047407,69.4475488800826,68.8298854702754,4.22139335580827,4.85289550365525,5.48763066667105,4.85167900170247
"53","Arizona.1995.Female",80.4290847645934,80.571443189281,80.7185063162956,80.5729392285688,75.8579449639965,76.6103454268133,77.3034132462798,76.60788454852,3.22341914443539,3.96206196718371,4.72534681717066,3.96505468004877
"54","Arizona.1995.Male",73.7729451327422,73.9198242524355,74.0698748608663,73.9232438444087,68.5393537938675,69.1866156998707,69.7580627563127,69.1780649292912,4.14044989089641,4.7365940148966,5.37730316515652,4.74517891511743
"55","Arizona.1996.Female",80.4923130619699,80.6343211493302,80.7729992355295,80.6335167815908,75.9761416942669,76.7041294072125,77.3968382214914,76.692344661107,3.23521355172289,3.93489062064446,4.65710476607242,3.94117212048383
"56","Arizona.1996.Male",74.1135910702801,74.2561718227082,74.3965600967376,74.2543408182619,69.0107379691194,69.59271846304,70.1857715183201,69.5985886911398,4.03234691505172,4.66008029904039,5.26867787750732,4.6557521271221
"57","Arizona.1997.Female",80.5383811786554,80.6924182044429,80.827144716118,80.6931695918424,76.0917745022901,76.7646533645456,77.4922075707733,76.7766825731799,3.15453945569976,3.93922390104958,4.58968301905079,3.91648701866252
"58","Arizona.1997.Male",74.5992438609723,74.7444351984325,74.8862646345562,74.744310253147,69.3761744465261,69.9463917766544,70.5090939161333,69.9424742005855,4.21982944944309,4.81087532091946,5.38194091612575,4.80183605256152
"59","Arizona.1998.Female",80.6249555535425,80.7581797122565,80.9060316551771,80.7588033287614,76.1188643459635,76.7934332434634,77.4458949646297,76.798396470253,3.31708745936515,3.95896859074197,4.65708366979279,3.9604068585084
"60","Arizona.1998.Male",74.7315123833716,74.8690660005693,75.010803738904,74.8689036194788,69.629504877776,70.2456818283518,70.8344462257745,70.2447988744081,4.04845750726405,4.62246940546255,5.2430967650304,4.6241047450707
"61","Arizona.1999.Female",80.6152772829496,80.7441088063101,80.8800552574047,80.7457496054689,76.2604597557669,76.8648020603963,77.4872925596696,76.8635642056008,3.23974566853009,3.87260657587746,4.51160753718581,3.88218539986815
"62","Arizona.1999.Male",74.7632116586277,74.9084109481718,75.0497075166792,74.9088744419707,70.0607989470356,70.6652665678379,71.1595534378373,70.6482706861402,3.71769373797509,4.24933831516463,4.85526973126765,4.26060375583051
"63","Arizona.2000.Female",80.6790857408249,80.8121320951747,80.9357904199227,80.8125283262548,76.3420142558662,76.9785877027887,77.6054328366594,76.9730004244913,3.1705627217024,3.84041687314913,4.47072064481415,3.83952790176356
"64","Arizona.2000.Male",75.0029229850169,75.1379946811006,75.2708307388927,75.1367894763786,70.4759598123391,71.0609217350955,71.5673711617847,71.0583825704108,3.53981604120701,4.06573108148906,4.66268926066333,4.07840690596779
"65","Arizona.2001.Female",80.7626713507422,80.880111043585,81.0143441513998,80.8832291067533,76.6608437582799,77.256395506547,77.9056627504101,77.2671585165846,2.9421834805753,3.62216513156391,4.21615446353433,3.61607059016868
"66","Arizona.2001.Male",75.1042539014213,75.2343069050488,75.3793632367108,75.2365265020961,70.9039616872828,71.4374677367195,71.9639129559622,71.4394911064284,3.25152583542767,3.7978507525442,4.36860641979632,3.79703539566765
"67","Arizona.2002.Female",80.6608317197584,80.7932526150258,80.9235356351174,80.7923647919653,77.0338299046838,77.636287174614,78.2822968698034,77.6448078019736,2.48388135968709,3.15635707623566,3.75691738462477,3.14755698999174
"68","Arizona.2002.Male",75.0483503692764,75.1868957551598,75.3127770441286,75.1849200589778,71.428336550351,71.8816775890838,72.4643695836816,71.8975846430053,2.66956659626939,3.29787826991138,3.79781184246974,3.28733541597256
"69","Arizona.2003.Female",80.7360443503542,80.8707439858103,81.0058570157791,80.8731461249329,77.1111261178418,77.6651205700027,78.2660266191997,77.6659559448988,2.59741970380232,3.21125504895052,3.80009509206773,3.20719018003412
"70","Arizona.2003.Male",75.2515338718205,75.3864021020271,75.5138208529027,75.3852374777218,71.7586828131983,72.2696624668105,72.8192013101017,72.2738323195379,2.57241371124923,3.11214685983323,3.65819245515552,3.11140515818384
"71","Arizona.2004.Female",80.9006386843583,81.0293858848892,81.1572623973148,81.0308809143347,77.3317152048628,77.8688746162972,78.4461873868543,77.8727747229689,2.56765915585204,3.16874747038892,3.71652998970513,3.15810619136575
"72","Arizona.2004.Male",75.4598314524354,75.5990562957042,75.7391210326729,75.5988148733618,72.1995420763449,72.6853022378583,73.2284860010724,72.6989705829989,2.35262921337675,2.91015725743384,3.40893430844422,2.89984429036294
"73","Arizona.2005.Female",80.8221558276106,80.9590073610981,81.0824551903486,80.9587430202551,77.5991047369144,78.1473928014664,78.6841620591445,78.1452046984235,2.2507748007646,2.80951335600359,3.37868232931281,2.81353832183162
"74","Arizona.2005.Male",75.4994641753833,75.6343641339007,75.7641938504687,75.6344489143474,72.5250002782798,73.0246367630115,73.5638150976832,73.0303203934401,2.03870697282102,2.60494432885868,3.13941045115407,2.60412852090731
"75","Arizona.2006.Female",81.0289649737905,81.1490042926341,81.280277009718,81.1502672158074,77.8299375774116,78.3773964793033,78.9029807820599,78.3686810839376,2.22855326182612,2.7660479141745,3.32846566950131,2.78158613186978
"76","Arizona.2006.Male",75.8220631800793,75.9599515195362,76.0909898988425,75.9607995916427,72.6474293504703,73.166509437708,73.6891614524501,73.1656117598944,2.24416972010067,2.80478777439366,3.33750124696008,2.79518783174828
"77","Arizona.2007.Female",81.453102448812,81.5844552490098,81.7304643447899,81.5864605431332,77.9966474435346,78.4810161044861,79.0708584100481,78.498058014979,2.48792142587547,3.10221104425948,3.61935929124203,3.08840252815426
"78","Arizona.2007.Male",76.2898142957578,76.4398200993434,76.577013834703,76.4360204770229,73.0720050216164,73.5880759110089,74.1170536094554,73.5903983051002,2.30848323799277,2.84565336295687,3.37603871577814,2.84562217192274
"79","Arizona.2008.Female",81.8053527189646,81.9413409907717,82.067951775618,81.9395686286574,78.2137710195516,78.7483676803125,79.3226105105382,78.7490616970105,2.60875656912741,3.19582889771517,3.72865811298099,3.19050693164691
"80","Arizona.2008.Male",76.7095392570759,76.8355020134526,76.9740112081535,76.8368162170236,73.499044805029,73.997568414702,74.5107941889488,74.0001700585281,2.30499203164729,2.84103003649884,3.35904508103756,2.83664615849546
"81","Arizona.2009.Female",82.1779994033286,82.3114724663924,82.4420093760805,82.3097353867922,78.3623683127823,78.8739328288592,79.4258150597786,78.88039428099,2.8517104963324,3.43274123712582,3.94994060840593,3.42934110580214
"82","Arizona.2009.Male",77.1358802714614,77.2731343242045,77.4064585468204,77.2725158540053,73.9166044879062,74.4090501784783,74.9772315812228,74.4183387407398,2.2676618157312,2.8601087402625,3.3903708401852,2.85417711326553
"83","Arizona.2010.Female",82.2913953897256,82.4248386795774,82.5536438725227,82.425076741729,78.5611977511557,79.1368932780002,79.6798454555796,79.1338807481988,2.74052909308804,3.28388880285583,3.85858409425204,3.29119599353021
"84","Arizona.2010.Male",77.3075609874354,77.4414962652247,77.573385815626,77.4410935286671,74.1059276469823,74.6451650327124,75.1856882509179,74.6440393941321,2.23813355748721,2.7969268539157,3.32790886513289,2.79705413453508
"85","Arizona.2011.Female",82.1951895133991,82.3281312165966,82.4586526344448,82.328344844159,78.5791148614155,79.1373329442653,79.7720540879378,79.1491398641663,2.53607136065365,3.18743948275321,3.7618381913819,3.17920497999272
"86","Arizona.2011.Male",77.3742058218358,77.5084483909955,77.6412202060512,77.509355382976,74.2639487296367,74.8145887386261,75.3530104595525,74.8234289752797,2.12613043649285,2.68200515196863,3.26745371873903,2.68592640769632
"87","Arizona.2012.Female",82.4058054711664,82.5472436621617,82.6837367945322,82.5470195619755,78.4850433120986,79.0543648845309,79.6361366913892,79.0547463289373,2.90683528924567,3.49438720900872,4.09045440054637,3.49227323303824
"88","Arizona.2012.Male",77.4357595990359,77.5840338938502,77.7170001966527,77.58172005074,74.3537805374234,74.9485724356639,75.5220739692553,74.9443671865314,2.02963392506135,2.63779634052586,3.24314647174314,2.63735286420865
"89","Arizona.2013.Female",82.469573612605,82.6070993194703,82.7427210446203,82.606538687648,78.2970266283045,79.0238515374222,79.7146986434526,79.0220662641937,2.87082207224921,3.59350069681547,4.33411644388495,3.58447242345428
"90","Arizona.2013.Male",77.6581960730147,77.8108156927872,77.9665973387519,77.8100875811757,74.2451208420221,74.8934484303043,75.552459146801,74.89151531382,2.24225955731091,2.91815735165707,3.60093508874494,2.91857226735577
